Order_ID,City,Order_Date,Category,Amount,Delivery_Time_Min,Delivery_Status,Customer_Rating,Delivery_Partner,Payment_Method
O-101450,Delhi,2024-03-01 10:00:00,Household,1052,19,On-Time,4,DP-040,UPI
O-101451,Mumbai,2024-03-01 11:00:00,Household,128,20,Late,2,DP-002,Card
O-101452,Hyderabad,2024-03-01 12:00:00,Fruits & Veg,1093,9,On-Time,1,DP-048,Card
O-101453,Hyderabad,2024-03-01 13:00:00,Bakery,858,28,On-Time,2,DP-039,Card
O-101454,Delhi,2024-03-01 14:00:00,Fruits & Veg,315,31,Late,5,DP-010,UPI
O-101455,Delhi,2024-03-01 15:00:00,Beverages,557,30,On-Time,5,DP-044,UPI
O-101456,Chennai,2024-03-01 16:00:00,Snacks,1087,23,On-Time,3,DP-017,UPI
O-101457,Bangalore,2024-03-01 17:00:00,Household,261,30,On-Time,4,DP-007,COD
O-101458,Delhi,2024-03-01 18:00:00,Bakery,730,13,Late,4,DP-040,COD
O-101459,Delhi,2024-03-01 19:00:00,Dairy,336,26,Late,2,DP-039,COD
O-101460,Pune,2024-03-01 20:00:00,Dairy,1027,28,On-Time,4,DP-004,Card
O-101461,Mumbai,2024-03-01 21:00:00,Snacks,565,20,On-Time,5,DP-035,Card
O-101462,Pune,2024-03-01 22:00:00,Bakery,505,24,On-Time,1,DP-047,Card
O-101463,Pune,2024-03-01 23:00:00,Fruits & Veg,313,30,Late,2,DP-036,Card
O-101464,Hyderabad,2024-03-02 00:00:00,Fruits & Veg,378,16,On-Time,4,DP-031,Card
O-101465,Bangalore,2024-03-02 01:00:00,Beverages,372,24,On-Time,5,DP-025,UPI
O-101466,Mumbai,2024-03-02 02:00:00,Beverages,150,9,Late,3,DP-041,Card
O-101467,Chennai,2024-03-02 03:00:00,Fruits & Veg,1073,26,On-Time,4,DP-013,UPI
O-101468,Chennai,2024-03-02 04:00:00,Dairy,716,26,On-Time,1,DP-018,COD
O-101469,Delhi,2024-03-02 05:00:00,Household,901,31,On-Time,1,DP-021,COD
O-101470,Delhi,2024-03-02 06:00:00,Dairy,357,14,On-Time,4,DP-048,COD
O-101471,Chennai,2024-03-02 07:00:00,Beverages,665,29,On-Time,4,DP-001,COD
O-101472,Delhi,2024-03-02 08:00:00,Snacks,146,17,Cancel,5,DP-036,COD
O-101473,Bangalore,2024-03-02 09:00:00,Fruits & Veg,777,17,On-Time,4,DP-050,Card
O-101474,Pune,2024-03-02 10:00:00,Beverages,649,34,On-Time,3,DP-008,Card
O-101475,Delhi,2024-03-02 11:00:00,Beverages,1074,27,On-Time,5,DP-048,Card
O-101476,Hyderabad,2024-03-02 12:00:00,Household,966,16,On-Time,2,DP-021,COD
O-101477,Delhi,2024-03-02 13:00:00,Fruits & Veg,86,24,On-Time,3,DP-043,COD
O-101478,Mumbai,2024-03-02 14:00:00,Household,215,34,On-Time,5,DP-021,UPI
O-101479,Bangalore,2024-03-02 15:00:00,Fruits & Veg,91,22,Late,5,DP-027,Card
O-101480,Mumbai,2024-03-02 16:00:00,Household,1161,9,On-Time,1,DP-019,COD
O-101481,Mumbai,2024-03-02 17:00:00,Dairy,327,11,On-Time,5,DP-023,COD
O-101482,Hyderabad,2024-03-02 18:00:00,Snacks,539,26,On-Time,3,DP-050,COD
O-101483,Bangalore,2024-03-02 19:00:00,Snacks,450,24,Cancel,4,DP-043,UPI
O-101484,Bangalore,2024-03-02 20:00:00,Fruits & Veg,1055,12,On-Time,3,DP-035,COD
O-101485,Bangalore,2024-03-02 21:00:00,Bakery,594,14,Late,2,DP-040,UPI
O-101486,Bangalore,2024-03-02 22:00:00,Beverages,164,25,On-Time,5,DP-042,UPI
O-101487,Bangalore,2024-03-02 23:00:00,Beverages,794,28,Cancel,5,DP-048,Card
O-101488,Hyderabad,2024-03-03 00:00:00,Fruits & Veg,878,29,On-Time,5,DP-005,COD
O-101489,Delhi,2024-03-03 01:00:00,Household,870,34,Late,5,DP-041,UPI
O-101490,Mumbai,2024-03-03 02:00:00,Bakery,704,14,On-Time,1,DP-008,COD
O-101491,Bangalore,2024-03-03 03:00:00,Dairy,150,24,On-Time,1,DP-011,Card
O-101492,Delhi,2024-03-03 04:00:00,Household,1000,14,On-Time,4,DP-016,Card
O-101493,Delhi,2024-03-03 05:00:00,Household,474,11,Late,5,DP-039,UPI
O-101494,Mumbai,2024-03-03 06:00:00,Fruits & Veg,1044,15,On-Time,2,DP-047,Card
O-101495,Hyderabad,2024-03-03 07:00:00,Fruits & Veg,1169,20,Cancel,4,DP-024,Card
O-101496,Chennai,2024-03-03 08:00:00,Beverages,871,11,Late,5,DP-021,Card
O-101497,Chennai,2024-03-03 09:00:00,Fruits & Veg,269,13,On-Time,1,DP-023,COD
O-101498,Delhi,2024-03-03 10:00:00,Fruits & Veg,302,32,Late,2,DP-049,COD
O-101499,Pune,2024-03-03 11:00:00,Fruits & Veg,535,12,On-Time,4,DP-038,UPI
O-101500,Pune,2024-03-03 12:00:00,Beverages,692,19,On-Time,2,DP-047,UPI
O-101501,Mumbai,2024-03-03 13:00:00,Dairy,1119,11,On-Time,5,DP-008,Card
O-101502,Chennai,2024-03-03 14:00:00,Dairy,138,31,On-Time,3,DP-007,Card
O-101503,Delhi,2024-03-03 15:00:00,Fruits & Veg,239,16,On-Time,2,DP-002,UPI
O-101504,Hyderabad,2024-03-03 16:00:00,Beverages,101,11,On-Time,2,DP-030,Card
O-101505,Chennai,2024-03-03 17:00:00,Dairy,1086,26,On-Time,1,DP-013,UPI
O-101506,Delhi,2024-03-03 18:00:00,Household,359,31,On-Time,5,DP-023,COD
O-101507,Delhi,2024-03-03 19:00:00,Dairy,355,21,On-Time,2,DP-029,Card
O-101508,Bangalore,2024-03-03 20:00:00,Dairy,912,12,On-Time,5,DP-038,Card
O-101509,Hyderabad,2024-03-03 21:00:00,Beverages,905,25,Late,1,DP-037,Card
O-101510,Bangalore,2024-03-03 22:00:00,Household,992,17,On-Time,5,DP-020,COD
O-101511,Mumbai,2024-03-03 23:00:00,Beverages,298,32,On-Time,1,DP-033,COD
O-101512,Bangalore,2024-03-04 00:00:00,Fruits & Veg,858,26,On-Time,1,DP-029,Card
O-101513,Bangalore,2024-03-04 01:00:00,Snacks,1039,19,On-Time,4,DP-050,UPI
O-101514,Chennai,2024-03-04 02:00:00,Dairy,1024,25,Late,5,DP-015,COD
O-101515,Pune,2024-03-04 03:00:00,Snacks,1128,24,On-Time,3,DP-023,Card
O-101516,Delhi,2024-03-04 04:00:00,Beverages,119,31,On-Time,4,DP-042,Card
O-101517,Hyderabad,2024-03-04 05:00:00,Beverages,545,18,On-Time,1,DP-003,COD
O-101518,Bangalore,2024-03-04 06:00:00,Beverages,108,10,On-Time,3,DP-037,UPI
O-101519,Hyderabad,2024-03-04 07:00:00,Snacks,727,30,Cancel,2,DP-029,Card
O-101520,Pune,2024-03-04 08:00:00,Beverages,904,24,Late,2,DP-045,UPI
O-101521,Pune,2024-03-04 09:00:00,Fruits & Veg,295,8,On-Time,4,DP-008,UPI
O-101522,Bangalore,2024-03-04 10:00:00,Beverages,608,22,On-Time,3,DP-022,COD
O-101523,Mumbai,2024-03-04 11:00:00,Bakery,766,16,On-Time,5,DP-029,Card
O-101524,Bangalore,2024-03-04 12:00:00,Snacks,1006,22,On-Time,3,DP-002,Card
O-101525,Chennai,2024-03-04 13:00:00,Bakery,915,31,Late,4,DP-041,UPI
O-101526,Delhi,2024-03-04 14:00:00,Beverages,1085,10,Late,5,DP-049,COD
O-101527,Mumbai,2024-03-04 15:00:00,Fruits & Veg,656,29,On-Time,5,DP-050,COD
O-101528,Bangalore,2024-03-04 16:00:00,Dairy,313,34,Late,2,DP-045,COD
O-101529,Hyderabad,2024-03-04 17:00:00,Household,515,26,On-Time,3,DP-001,UPI
O-101530,Mumbai,2024-03-04 18:00:00,Household,222,20,On-Time,5,DP-044,UPI
O-101531,Mumbai,2024-03-04 19:00:00,Beverages,1107,19,On-Time,4,DP-020,Card
O-101532,Bangalore,2024-03-04 20:00:00,Fruits & Veg,462,27,On-Time,2,DP-021,COD
O-101533,Mumbai,2024-03-04 21:00:00,Snacks,1148,8,On-Time,5,DP-037,UPI
O-101534,Hyderabad,2024-03-04 22:00:00,Bakery,990,28,On-Time,3,DP-008,COD
O-101535,Pune,2024-03-04 23:00:00,Bakery,712,24,On-Time,2,DP-027,UPI
O-101536,Mumbai,2024-03-05 00:00:00,Bakery,352,20,On-Time,3,DP-047,Card
O-101537,Pune,2024-03-05 01:00:00,Snacks,1063,8,Late,3,DP-035,COD
O-101538,Hyderabad,2024-03-05 02:00:00,Household,663,17,On-Time,3,DP-006,UPI
O-101539,Bangalore,2024-03-05 03:00:00,Fruits & Veg,723,22,On-Time,2,DP-045,COD
O-101540,Delhi,2024-03-05 04:00:00,Snacks,692,34,Late,5,DP-044,UPI
O-101541,Mumbai,2024-03-05 05:00:00,Bakery,209,34,Cancel,1,DP-019,UPI
O-101542,Delhi,2024-03-05 06:00:00,Beverages,654,14,Cancel,5,DP-018,UPI
O-101543,Hyderabad,2024-03-05 07:00:00,Dairy,564,29,On-Time,2,DP-001,COD
O-101544,Mumbai,2024-03-05 08:00:00,Snacks,552,25,On-Time,1,DP-025,UPI
O-101545,Pune,2024-03-05 09:00:00,Snacks,458,23,On-Time,1,DP-027,Card
O-101546,Chennai,2024-03-05 10:00:00,Fruits & Veg,237,21,On-Time,1,DP-007,COD
O-101547,Delhi,2024-03-05 11:00:00,Fruits & Veg,515,34,Cancel,4,DP-044,Card
O-101548,Mumbai,2024-03-05 12:00:00,Snacks,489,25,On-Time,2,DP-042,Card
O-101549,Delhi,2024-03-05 13:00:00,Bakery,362,34,On-Time,4,DP-029,COD
O-101550,Mumbai,2024-03-05 14:00:00,Dairy,261,14,On-Time,1,DP-031,UPI
O-101551,Bangalore,2024-03-05 15:00:00,Fruits & Veg,204,24,On-Time,4,DP-044,Card
O-101552,Pune,2024-03-05 16:00:00,Bakery,268,25,Late,4,DP-043,COD
O-101553,Delhi,2024-03-05 17:00:00,Beverages,390,19,On-Time,2,DP-036,UPI
O-101554,Chennai,2024-03-05 18:00:00,Fruits & Veg,218,15,On-Time,3,DP-019,COD
O-101555,Chennai,2024-03-05 19:00:00,Bakery,90,29,On-Time,4,DP-006,COD
O-101556,Hyderabad,2024-03-05 20:00:00,Bakery,497,9,On-Time,4,DP-025,COD
O-101557,Mumbai,2024-03-05 21:00:00,Dairy,319,14,On-Time,1,DP-031,UPI
O-101558,Delhi,2024-03-05 22:00:00,Dairy,1001,11,On-Time,1,DP-009,Card
O-101559,Hyderabad,2024-03-05 23:00:00,Beverages,1186,25,On-Time,1,DP-020,Card
O-101560,Delhi,2024-03-06 00:00:00,Bakery,203,13,On-Time,5,DP-010,COD
O-101561,Mumbai,2024-03-06 01:00:00,Household,981,34,Cancel,4,DP-037,COD
O-101562,Chennai,2024-03-06 02:00:00,Bakery,961,16,Late,1,DP-027,UPI
O-101563,Bangalore,2024-03-06 03:00:00,Dairy,415,34,Cancel,2,DP-013,COD
O-101564,Chennai,2024-03-06 04:00:00,Household,78,16,On-Time,5,DP-041,COD
O-101565,Hyderabad,2024-03-06 05:00:00,Fruits & Veg,380,21,On-Time,3,DP-002,COD
O-101566,Pune,2024-03-06 06:00:00,Fruits & Veg,982,15,On-Time,4,DP-050,Card
O-101567,Bangalore,2024-03-06 07:00:00,Snacks,681,26,Late,4,DP-021,COD
O-101568,Hyderabad,2024-03-06 08:00:00,Dairy,1066,10,Cancel,2,DP-033,Card
O-101569,Mumbai,2024-03-06 09:00:00,Snacks,395,25,Late,3,DP-024,UPI
O-101570,Bangalore,2024-03-06 10:00:00,Household,633,12,On-Time,3,DP-044,UPI
O-101571,Hyderabad,2024-03-06 11:00:00,Dairy,692,21,Cancel,5,DP-042,Card
O-101572,Mumbai,2024-03-06 12:00:00,Beverages,785,11,On-Time,4,DP-034,Card
O-101573,Chennai,2024-03-06 13:00:00,Bakery,605,14,On-Time,1,DP-009,Card
O-101574,Pune,2024-03-06 14:00:00,Beverages,484,27,On-Time,2,DP-002,Card
O-101575,Mumbai,2024-03-06 15:00:00,Household,892,32,On-Time,2,DP-030,COD
O-101576,Delhi,2024-03-06 16:00:00,Dairy,567,19,On-Time,2,DP-022,Card
O-101577,Mumbai,2024-03-06 17:00:00,Household,86,9,On-Time,2,DP-046,Card
O-101578,Mumbai,2024-03-06 18:00:00,Bakery,269,18,On-Time,1,DP-011,Card
O-101579,Pune,2024-03-06 19:00:00,Fruits & Veg,564,21,On-Time,1,DP-043,COD
O-101580,Delhi,2024-03-06 20:00:00,Fruits & Veg,869,29,Late,5,DP-017,COD
O-101581,Hyderabad,2024-03-06 21:00:00,Household,955,30,On-Time,4,DP-036,COD
O-101582,Hyderabad,2024-03-06 22:00:00,Snacks,256,23,On-Time,1,DP-013,UPI
O-101583,Mumbai,2024-03-06 23:00:00,Dairy,1036,27,Late,5,DP-007,COD
O-101584,Delhi,2024-03-07 00:00:00,Dairy,730,13,Late,3,DP-016,Card
O-101585,Delhi,2024-03-07 01:00:00,Fruits & Veg,768,30,On-Time,4,DP-033,COD
O-101586,Pune,2024-03-07 02:00:00,Beverages,104,11,On-Time,1,DP-045,COD
O-101587,Chennai,2024-03-07 03:00:00,Bakery,1194,22,On-Time,3,DP-001,Card
O-101588,Hyderabad,2024-03-07 04:00:00,Beverages,852,31,On-Time,5,DP-011,COD
O-101589,Pune,2024-03-07 05:00:00,Beverages,518,32,On-Time,1,DP-006,UPI
O-101590,Bangalore,2024-03-07 06:00:00,Household,372,8,Late,1,DP-020,COD
O-101591,Hyderabad,2024-03-07 07:00:00,Fruits & Veg,882,14,On-Time,3,DP-035,UPI
O-101592,Pune,2024-03-07 08:00:00,Fruits & Veg,919,32,Late,1,DP-044,UPI
O-101593,Hyderabad,2024-03-07 09:00:00,Fruits & Veg,1090,19,Late,2,DP-037,UPI
O-101594,Chennai,2024-03-07 10:00:00,Household,628,17,Late,1,DP-041,Card
O-101595,Bangalore,2024-03-07 11:00:00,Snacks,377,12,On-Time,4,DP-026,COD
O-101596,Chennai,2024-03-07 12:00:00,Beverages,495,19,Late,3,DP-012,UPI
O-101597,Bangalore,2024-03-07 13:00:00,Household,259,25,On-Time,4,DP-030,UPI
O-101598,Mumbai,2024-03-07 14:00:00,Dairy,542,17,On-Time,5,DP-028,COD
O-101599,Pune,2024-03-07 15:00:00,Bakery,828,13,On-Time,4,DP-027,Card
O-101600,Bangalore,2024-03-07 16:00:00,Snacks,437,19,On-Time,2,DP-042,Card
O-101601,Chennai,2024-03-07 17:00:00,Dairy,410,14,On-Time,2,DP-019,UPI
O-101602,Hyderabad,2024-03-07 18:00:00,Beverages,236,25,On-Time,4,DP-005,Card
O-101603,Bangalore,2024-03-07 19:00:00,Fruits & Veg,86,9,On-Time,5,DP-005,COD
O-101604,Pune,2024-03-07 20:00:00,Beverages,1171,17,On-Time,1,DP-041,Card
O-101605,Bangalore,2024-03-07 21:00:00,Household,662,22,On-Time,2,DP-027,COD
O-101606,Delhi,2024-03-07 22:00:00,Bakery,275,19,On-Time,4,DP-028,UPI
O-101607,Hyderabad,2024-03-07 23:00:00,Household,596,33,Late,4,DP-026,COD
O-101608,Pune,2024-03-08 00:00:00,Snacks,579,24,On-Time,4,DP-027,UPI
O-101609,Pune,2024-03-08 01:00:00,Snacks,862,11,On-Time,1,DP-049,COD
O-101610,Mumbai,2024-03-08 02:00:00,Bakery,1137,14,On-Time,3,DP-042,COD
O-101611,Chennai,2024-03-08 03:00:00,Dairy,134,16,On-Time,5,DP-021,Card
O-101612,Mumbai,2024-03-08 04:00:00,Dairy,652,26,On-Time,3,DP-001,COD
O-101613,Pune,2024-03-08 05:00:00,Snacks,395,34,On-Time,5,DP-028,UPI
O-101614,Hyderabad,2024-03-08 06:00:00,Snacks,997,30,Cancel,5,DP-048,COD
O-101615,Bangalore,2024-03-08 07:00:00,Fruits & Veg,643,14,On-Time,4,DP-015,UPI
O-101616,Bangalore,2024-03-08 08:00:00,Dairy,1176,30,On-Time,2,DP-017,UPI
O-101617,Hyderabad,2024-03-08 09:00:00,Bakery,601,9,On-Time,4,DP-026,COD
O-101618,Pune,2024-03-08 10:00:00,Dairy,598,13,Late,1,DP-020,Card
O-101619,Bangalore,2024-03-08 11:00:00,Fruits & Veg,687,25,On-Time,5,DP-025,COD
O-101620,Bangalore,2024-03-08 12:00:00,Household,199,13,On-Time,2,DP-013,COD
O-101621,Bangalore,2024-03-08 13:00:00,Snacks,945,20,Late,5,DP-033,Card
O-101622,Chennai,2024-03-08 14:00:00,Snacks,354,33,On-Time,5,DP-025,UPI
O-101623,Chennai,2024-03-08 15:00:00,Fruits & Veg,991,26,On-Time,4,DP-008,COD
O-101624,Delhi,2024-03-08 16:00:00,Bakery,696,9,On-Time,2,DP-005,Card
O-101625,Mumbai,2024-03-08 17:00:00,Snacks,920,19,On-Time,2,DP-006,Card
O-101626,Hyderabad,2024-03-08 18:00:00,Beverages,748,22,On-Time,5,DP-023,UPI
O-101627,Hyderabad,2024-03-08 19:00:00,Snacks,388,21,On-Time,2,DP-030,Card
O-101628,Hyderabad,2024-03-08 20:00:00,Beverages,406,13,On-Time,2,DP-014,UPI
O-101629,Delhi,2024-03-08 21:00:00,Fruits & Veg,110,25,On-Time,4,DP-023,COD
O-101630,Chennai,2024-03-08 22:00:00,Fruits & Veg,1120,12,On-Time,3,DP-011,Card
O-101631,Pune,2024-03-08 23:00:00,Snacks,280,25,Cancel,1,DP-031,COD
O-101632,Pune,2024-03-09 00:00:00,Dairy,713,10,Late,3,DP-006,Card
O-101633,Delhi,2024-03-09 01:00:00,Beverages,922,10,On-Time,2,DP-011,Card
O-101634,Pune,2024-03-09 02:00:00,Bakery,514,29,On-Time,5,DP-013,COD
O-101635,Hyderabad,2024-03-09 03:00:00,Snacks,803,29,On-Time,1,DP-012,Card
O-101636,Mumbai,2024-03-09 04:00:00,Bakery,1194,17,On-Time,1,DP-002,COD
O-101637,Bangalore,2024-03-09 05:00:00,Snacks,1015,26,On-Time,5,DP-035,COD
O-101638,Chennai,2024-03-09 06:00:00,Dairy,238,10,Cancel,1,DP-036,UPI
O-101639,Chennai,2024-03-09 07:00:00,Dairy,222,19,On-Time,5,DP-017,COD
O-101640,Delhi,2024-03-09 08:00:00,Dairy,368,23,On-Time,1,DP-028,UPI
O-101641,Chennai,2024-03-09 09:00:00,Household,269,24,On-Time,3,DP-028,COD
O-101642,Hyderabad,2024-03-09 10:00:00,Dairy,737,14,On-Time,1,DP-022,Card
O-101643,Pune,2024-03-09 11:00:00,Fruits & Veg,554,20,On-Time,4,DP-038,COD
O-101644,Hyderabad,2024-03-09 12:00:00,Fruits & Veg,197,31,On-Time,5,DP-007,Card
O-101645,Delhi,2024-03-09 13:00:00,Household,773,9,On-Time,1,DP-015,UPI
O-101646,Hyderabad,2024-03-09 14:00:00,Beverages,1039,11,Late,5,DP-032,Card
O-101647,Pune,2024-03-09 15:00:00,Bakery,735,17,On-Time,4,DP-011,COD
O-101648,Mumbai,2024-03-09 16:00:00,Snacks,784,14,Late,1,DP-024,Card
O-101649,Delhi,2024-03-09 17:00:00,Snacks,470,31,Late,1,DP-003,UPI
O-101650,Mumbai,2024-03-09 18:00:00,Household,986,24,On-Time,4,DP-030,Card
O-101651,Bangalore,2024-03-09 19:00:00,Fruits & Veg,1079,27,Late,4,DP-006,Card
O-101652,Mumbai,2024-03-09 20:00:00,Snacks,391,13,On-Time,4,DP-002,COD
O-101653,Bangalore,2024-03-09 21:00:00,Fruits & Veg,755,26,Cancel,5,DP-014,COD
O-101654,Bangalore,2024-03-09 22:00:00,Beverages,569,12,On-Time,4,DP-041,Card
O-101655,Mumbai,2024-03-09 23:00:00,Bakery,630,17,On-Time,5,DP-018,UPI
O-101656,Delhi,2024-03-10 00:00:00,Beverages,684,16,On-Time,3,DP-044,Card
O-101657,Pune,2024-03-10 01:00:00,Household,183,34,On-Time,1,DP-031,UPI
O-101658,Hyderabad,2024-03-10 02:00:00,Dairy,446,20,Cancel,1,DP-013,UPI
O-101659,Hyderabad,2024-03-10 03:00:00,Dairy,929,26,On-Time,2,DP-026,UPI
O-101660,Pune,2024-03-10 04:00:00,Dairy,690,28,On-Time,3,DP-044,Card
O-101661,Bangalore,2024-03-10 05:00:00,Beverages,842,31,On-Time,4,DP-012,UPI
O-101662,Bangalore,2024-03-10 06:00:00,Snacks,280,13,Cancel,4,DP-018,Card
O-101663,Delhi,2024-03-10 07:00:00,Bakery,921,11,On-Time,3,DP-009,UPI
O-101664,Chennai,2024-03-10 08:00:00,Dairy,117,31,On-Time,4,DP-049,UPI
O-101665,Mumbai,2024-03-10 09:00:00,Household,939,34,On-Time,2,DP-021,Card
O-101666,Bangalore,2024-03-10 10:00:00,Household,859,10,On-Time,5,DP-048,COD
O-101667,Hyderabad,2024-03-10 11:00:00,Dairy,550,10,On-Time,1,DP-049,COD
O-101668,Delhi,2024-03-10 12:00:00,Dairy,157,11,On-Time,3,DP-040,Card
O-101669,Mumbai,2024-03-10 13:00:00,Bakery,264,32,On-Time,1,DP-043,Card
O-101670,Delhi,2024-03-10 14:00:00,Dairy,874,12,On-Time,5,DP-024,COD
O-101671,Mumbai,2024-03-10 15:00:00,Bakery,1010,15,On-Time,3,DP-034,COD
O-101672,Mumbai,2024-03-10 16:00:00,Household,325,23,On-Time,5,DP-008,COD
O-101673,Pune,2024-03-10 17:00:00,Dairy,365,29,On-Time,4,DP-044,Card
O-101674,Bangalore,2024-03-10 18:00:00,Beverages,400,10,Late,4,DP-033,UPI
O-101675,Delhi,2024-03-10 19:00:00,Beverages,911,31,Cancel,4,DP-023,Card
O-101676,Delhi,2024-03-10 20:00:00,Household,582,19,On-Time,5,DP-013,COD
O-101677,Pune,2024-03-10 21:00:00,Bakery,805,32,On-Time,5,DP-049,UPI
O-101678,Hyderabad,2024-03-10 22:00:00,Beverages,146,15,On-Time,5,DP-014,Card
O-101679,Hyderabad,2024-03-10 23:00:00,Bakery,715,20,On-Time,1,DP-014,COD
O-101680,Bangalore,2024-03-11 00:00:00,Beverages,1014,11,On-Time,5,DP-016,Card
O-101681,Bangalore,2024-03-11 01:00:00,Beverages,682,21,On-Time,4,DP-049,UPI
O-101682,Chennai,2024-03-11 02:00:00,Bakery,640,21,On-Time,2,DP-038,COD
O-101683,Pune,2024-03-11 03:00:00,Snacks,128,20,Cancel,5,DP-039,Card
O-101684,Hyderabad,2024-03-11 04:00:00,Beverages,602,34,On-Time,2,DP-026,UPI
O-101685,Mumbai,2024-03-11 05:00:00,Dairy,685,13,On-Time,4,DP-026,UPI
O-101686,Delhi,2024-03-11 06:00:00,Household,267,24,On-Time,5,DP-001,Card
O-101687,Bangalore,2024-03-11 07:00:00,Snacks,132,11,On-Time,1,DP-032,UPI
O-101688,Delhi,2024-03-11 08:00:00,Bakery,203,15,On-Time,1,DP-015,COD
O-101689,Delhi,2024-03-11 09:00:00,Snacks,780,24,On-Time,2,DP-021,UPI
O-101690,Chennai,2024-03-11 10:00:00,Fruits & Veg,926,10,On-Time,1,DP-018,Card
O-101691,Hyderabad,2024-03-11 11:00:00,Fruits & Veg,82,24,On-Time,1,DP-030,COD
O-101692,Bangalore,2024-03-11 12:00:00,Beverages,103,16,Cancel,1,DP-013,UPI
O-101693,Delhi,2024-03-11 13:00:00,Beverages,1021,9,On-Time,4,DP-024,UPI
O-101694,Bangalore,2024-03-11 14:00:00,Dairy,205,32,On-Time,1,DP-030,COD
O-101695,Mumbai,2024-03-11 15:00:00,Household,262,20,On-Time,3,DP-002,COD
O-101696,Chennai,2024-03-11 16:00:00,Snacks,783,27,On-Time,5,DP-019,UPI
O-101697,Mumbai,2024-03-11 17:00:00,Fruits & Veg,286,9,On-Time,1,DP-047,COD
O-101698,Bangalore,2024-03-11 18:00:00,Beverages,350,27,Late,1,DP-044,Card
O-101699,Bangalore,2024-03-11 19:00:00,Household,1171,18,Cancel,1,DP-047,UPI
O-101700,Hyderabad,2024-03-11 20:00:00,Snacks,317,34,Cancel,3,DP-025,Card
O-101701,Delhi,2024-03-11 21:00:00,Beverages,1061,33,On-Time,1,DP-050,UPI
O-101702,Delhi,2024-03-11 22:00:00,Beverages,759,29,Late,1,DP-014,Card
O-101703,Mumbai,2024-03-11 23:00:00,Fruits & Veg,245,22,On-Time,5,DP-006,Card
O-101704,Chennai,2024-03-12 00:00:00,Fruits & Veg,727,18,On-Time,3,DP-012,COD
O-101705,Pune,2024-03-12 01:00:00,Beverages,262,30,On-Time,3,DP-020,UPI
O-101706,Delhi,2024-03-12 02:00:00,Bakery,1184,10,Late,1,DP-023,COD
O-101707,Hyderabad,2024-03-12 03:00:00,Beverages,126,10,On-Time,3,DP-030,COD
O-101708,Mumbai,2024-03-12 04:00:00,Household,185,33,On-Time,2,DP-030,UPI
O-101709,Mumbai,2024-03-12 05:00:00,Beverages,951,19,On-Time,3,DP-038,Card
O-101710,Pune,2024-03-12 06:00:00,Dairy,1141,31,On-Time,3,DP-030,UPI
O-101711,Hyderabad,2024-03-12 07:00:00,Dairy,285,12,On-Time,3,DP-041,UPI
O-101712,Chennai,2024-03-12 08:00:00,Dairy,932,27,Late,4,DP-030,UPI
O-101713,Hyderabad,2024-03-12 09:00:00,Bakery,701,14,On-Time,4,DP-036,COD
O-101714,Chennai,2024-03-12 10:00:00,Bakery,1124,14,On-Time,4,DP-049,UPI
O-101715,Hyderabad,2024-03-12 11:00:00,Beverages,373,20,On-Time,3,DP-034,UPI
O-101716,Hyderabad,2024-03-12 12:00:00,Dairy,1175,16,On-Time,2,DP-016,UPI
O-101717,Bangalore,2024-03-12 13:00:00,Bakery,998,32,On-Time,3,DP-024,Card
O-101718,Mumbai,2024-03-12 14:00:00,Fruits & Veg,211,28,On-Time,1,DP-014,Card
O-101719,Hyderabad,2024-03-12 15:00:00,Beverages,1118,20,On-Time,2,DP-026,Card
O-101720,Pune,2024-03-12 16:00:00,Household,514,19,On-Time,4,DP-008,Card
O-101721,Hyderabad,2024-03-12 17:00:00,Snacks,285,20,On-Time,5,DP-014,COD
O-101722,Delhi,2024-03-12 18:00:00,Beverages,826,31,On-Time,2,DP-031,COD
O-101723,Mumbai,2024-03-12 19:00:00,Snacks,509,17,On-Time,4,DP-002,UPI
O-101724,Delhi,2024-03-12 20:00:00,Dairy,854,8,On-Time,2,DP-048,COD
O-101725,Mumbai,2024-03-12 21:00:00,Snacks,513,32,Cancel,2,DP-004,Card
O-101726,Delhi,2024-03-12 22:00:00,Dairy,740,15,On-Time,3,DP-001,UPI
O-101727,Hyderabad,2024-03-12 23:00:00,Fruits & Veg,1140,29,On-Time,1,DP-020,UPI
O-101728,Hyderabad,2024-03-13 00:00:00,Snacks,485,23,On-Time,5,DP-014,Card
O-101729,Bangalore,2024-03-13 01:00:00,Beverages,880,20,On-Time,4,DP-040,Card
O-101730,Pune,2024-03-13 02:00:00,Dairy,684,10,Cancel,2,DP-025,Card
O-101731,Delhi,2024-03-13 03:00:00,Beverages,501,10,On-Time,5,DP-025,COD
O-101732,Chennai,2024-03-13 04:00:00,Bakery,976,31,On-Time,2,DP-003,UPI
O-101733,Bangalore,2024-03-13 05:00:00,Dairy,1016,12,On-Time,1,DP-005,Card
O-101734,Delhi,2024-03-13 06:00:00,Snacks,816,33,On-Time,5,DP-038,UPI
O-101735,Delhi,2024-03-13 07:00:00,Dairy,402,18,Late,4,DP-026,UPI
O-101736,Bangalore,2024-03-13 08:00:00,Beverages,126,14,On-Time,2,DP-040,COD
O-101737,Hyderabad,2024-03-13 09:00:00,Fruits & Veg,450,28,On-Time,1,DP-038,UPI
O-101738,Delhi,2024-03-13 10:00:00,Dairy,337,31,On-Time,5,DP-038,Card
